label_id,label_type,name,name_type,name_source
8832,species,Leptasthenura striolata,scientific,SpeciesMapping_11
8832,species,Striolated Tit-Spinetail,common_en,SpeciesMapping_11
8832,species,sttspi2,ml_species_code,SpeciesMapping_11
8833,species,Leptasthenura xenothorax,scientific,SpeciesMapping_11
8833,species,White-browed Tit-Spinetail,common_en,SpeciesMapping_11
8833,species,wbtspi1,ml_species_code,SpeciesMapping_11
8834,species,Sylviorthorhynchus yanacensis,scientific,SpeciesMapping_11
8834,species,Tawny Tit-Spinetail,common_en,SpeciesMapping_11
8834,species,tatspi1,ml_species_code,SpeciesMapping_11
8835,species,Leptobrachella arayai,scientific,SpeciesMapping_11
8836,species,Leptobrachella laui,scientific,SpeciesMapping_11
8837,species,Leptobrachella liui,scientific,SpeciesMapping_11
8838,species,Leptobrachella sabahmontana,scientific,SpeciesMapping_11
8839,species,Leptobrachella,scientific,SpeciesMapping_11
8839,species,t-10601861,ml_species_code,SpeciesMapping_11
8840,species,Leptobrachium guangxiense,scientific,SpeciesMapping_11
8841,species,Leptobrachium hainanense,scientific,SpeciesMapping_11
8842,species,Leptobrachium hasseltii,scientific,SpeciesMapping_11
8842,species,t-11119233,ml_species_code,SpeciesMapping_11
8843,species,Leptobrachium hendricksoni,scientific,SpeciesMapping_11
8843,species,t-11109558,ml_species_code,SpeciesMapping_11
8844,species,Leptobrachium mangyanorum,scientific,SpeciesMapping_11
8844,species,t-12031613,ml_species_code,SpeciesMapping_11
8845,species,Leptobrachium montanum,scientific,SpeciesMapping_11
8846,species,Leptobrachium nigrops,scientific,SpeciesMapping_11
8847,species,Black Sunbird,common_en,SpeciesMapping_11
8847,species,Leptocoma aspasia,scientific,SpeciesMapping_11
8847,species,blksun1,ml_species_code,SpeciesMapping_11
8848,species,Leptocoma brasiliana,scientific,SpeciesMapping_11
8848,species,Van Hasselt's Sunbird,common_en,SpeciesMapping_11
8848,species,vahsun1,ml_species_code,SpeciesMapping_11
8849,species,Copper-throated Sunbird,common_en,SpeciesMapping_11
8849,species,Leptocoma calcostetha,scientific,SpeciesMapping_11
8849,species,cotsun2,ml_species_code,SpeciesMapping_11
8850,species,Crimson-backed Sunbird,common_en,SpeciesMapping_11
8850,species,Leptocoma minima,scientific,SpeciesMapping_11
8850,species,crbsun2,ml_species_code,SpeciesMapping_11
8851,species,Leptocoma sperata,scientific,SpeciesMapping_11
8851,species,Purple-throated Sunbird,common_en,SpeciesMapping_11
8851,species,putsun3,ml_species_code,SpeciesMapping_11
8852,species,Leptocoma zeylonica,scientific,SpeciesMapping_11
8852,species,Purple-rumped Sunbird,common_en,SpeciesMapping_11
8852,species,pursun3,ml_species_code,SpeciesMapping_11
8853,species,Leptodactylidae,scientific,SpeciesMapping_11
8853,species,Neotropical Frogs,common_en,SpeciesMapping_11
8853,species,t-10520987,ml_species_code,SpeciesMapping_11
8854,species,Caribbean White-lipped Frog,common_en,SpeciesMapping_11
8854,species,Leptodactylus albilabris,scientific,SpeciesMapping_11
8854,species,t-11140540,ml_species_code,SpeciesMapping_11
8855,species,Leptodactylus bolivianus,scientific,SpeciesMapping_11
8855,species,t-11107702,ml_species_code,SpeciesMapping_11
8856,species,Leptodactylus bufonius,scientific,SpeciesMapping_11
8856,species,t-11148022,ml_species_code,SpeciesMapping_11
8857,species,Leptodactylus caatingae,scientific,SpeciesMapping_11
8858,species,Leptodactylus camaquara,scientific,SpeciesMapping_11
8858,species,t-11155784,ml_species_code,SpeciesMapping_11
8859,species,Leptodactylus chaquensis,scientific,SpeciesMapping_11
8859,species,t-11050152,ml_species_code,SpeciesMapping_11
8860,species,Leptodactylus colombiensis,scientific,SpeciesMapping_11
8861,species,Leptodactylus cunicularius,scientific,SpeciesMapping_11
8861,species,t-11044057,ml_species_code,SpeciesMapping_11
8862,species,Leptodactylus didymus,scientific,SpeciesMapping_11
8862,species,t-11046413,ml_species_code,SpeciesMapping_11
8863,species,Leptodactylus diedrus,scientific,SpeciesMapping_11
8863,species,t-11109736,ml_species_code,SpeciesMapping_11
8864,species,Leptodactylus discodactylus,scientific,SpeciesMapping_11
8864,species,t-11152066,ml_species_code,SpeciesMapping_11
8865,species,Leptodactylus elenae,scientific,SpeciesMapping_11
8865,species,t-11109645,ml_species_code,SpeciesMapping_11
8866,species,Leptodactylus fragilis,scientific,SpeciesMapping_11
8866,species,Mexican White-lipped Frog,common_en,SpeciesMapping_11
8866,species,t-11121177,ml_species_code,SpeciesMapping_11
8867,species,Leptodactylus fremitus,scientific,SpeciesMapping_11
8868,species,Leptodactylus furnarius,scientific,SpeciesMapping_11
8868,species,t-11158120,ml_species_code,SpeciesMapping_11
8869,species,Leptodactylus fuscus,scientific,SpeciesMapping_11
8869,species,t-11141053,ml_species_code,SpeciesMapping_11
8870,species,Leptodactylus gracilis,scientific,SpeciesMapping_11
8870,species,t-11163193,ml_species_code,SpeciesMapping_11
8871,species,Leptodactylus griseigularis,scientific,SpeciesMapping_11
8871,species,t-11113790,ml_species_code,SpeciesMapping_11
8872,species,Leptodactylus guianensis,scientific,SpeciesMapping_11
8873,species,Leptodactylus insularum,scientific,SpeciesMapping_11
8873,species,t-12031529,ml_species_code,SpeciesMapping_11
8874,species,Leptodactylus intermedius,scientific,SpeciesMapping_11
8875,species,Leptodactylus petersii,scientific,SpeciesMapping_11
8875,species,t-11048122,ml_species_code,SpeciesMapping_11
8876,species,Leptodactylus jolyi,scientific,SpeciesMapping_11
8876,species,t-11122085,ml_species_code,SpeciesMapping_11
8877,species,Leptodactylus knudseni,scientific,SpeciesMapping_11
8877,species,t-11041625,ml_species_code,SpeciesMapping_11
8878,species,Leptodactylus labrosus,scientific,SpeciesMapping_11
8878,species,t-11128492,ml_species_code,SpeciesMapping_11
8879,species,Leptodactylus labyrinthicus,scientific,SpeciesMapping_11
8879,species,t-11149416,ml_species_code,SpeciesMapping_11
8880,species,Leptodactylus latinasus,scientific,SpeciesMapping_11
8880,species,t-11048253,ml_species_code,SpeciesMapping_11
8881,species,Leptodactylus latrans,scientific,SpeciesMapping_11
8881,species,t-11109451,ml_species_code,SpeciesMapping_11
8882,species,Leptodactylus leptodactyloides,scientific,SpeciesMapping_11
8882,species,t-11105992,ml_species_code,SpeciesMapping_11
8883,species,Leptodactylus lithonaetes,scientific,SpeciesMapping_11
8884,species,Leptodactylus longirostris,scientific,SpeciesMapping_11
8884,species,t-11111255,ml_species_code,SpeciesMapping_11
8885,species,Leptodactylus luctator,scientific,SpeciesMapping_11
8886,species,Leptodactylus macrosternum,scientific,SpeciesMapping_11
8886,species,t-11111379,ml_species_code,SpeciesMapping_11
8887,species,Leptodactylus marambaiae,scientific,SpeciesMapping_11
8887,species,t-11148154,ml_species_code,SpeciesMapping_11
8888,species,Leptodactylus melanonotus,scientific,SpeciesMapping_11
8888,species,t-11040227,ml_species_code,SpeciesMapping_11
8889,species,Leptodactylus myersi,scientific,SpeciesMapping_11
8890,species,Leptodactylus mystaceus,scientific,SpeciesMapping_11
8890,species,t-11143171,ml_species_code,SpeciesMapping_11
8891,species,Leptodactylus mystacinus,scientific,SpeciesMapping_11
8891,species,t-11153560,ml_species_code,SpeciesMapping_11
8892,species,Leptodactylus natalensis,scientific,SpeciesMapping_11
8892,species,t-11140465,ml_species_code,SpeciesMapping_11
8893,species,Leptodactylus nesiotus,scientific,SpeciesMapping_11
8894,species,Leptodactylus notoaktites,scientific,SpeciesMapping_11
8894,species,t-11112279,ml_species_code,SpeciesMapping_11
8895,species,Leptodactylus paraensis,scientific,SpeciesMapping_11
8896,species,Leptodactylus paranaru,scientific,SpeciesMapping_11
8897,species,Leptodactylus pentadactylus,scientific,SpeciesMapping_11
8897,species,t-11153179,ml_species_code,SpeciesMapping_11
8898,species,Leptodactylus plaumanni,scientific,SpeciesMapping_11
8898,species,t-11047200,ml_species_code,SpeciesMapping_11
8899,species,Leptodactylus podicipinus,scientific,SpeciesMapping_11
8899,species,t-11120322,ml_species_code,SpeciesMapping_11
8900,species,Leptodactylus poecilochilus,scientific,SpeciesMapping_11
8900,species,t-11141897,ml_species_code,SpeciesMapping_11
8901,species,Leptodactylus pustulatus,scientific,SpeciesMapping_11
8901,species,t-11141363,ml_species_code,SpeciesMapping_11
8902,species,Leptodactylus rhodomerus,scientific,SpeciesMapping_11
8903,species,Leptodactylus rhodomystax,scientific,SpeciesMapping_11
8903,species,t-11149679,ml_species_code,SpeciesMapping_11
8904,species,Leptodactylus rhodonotus,scientific,SpeciesMapping_11
8904,species,t-11050489,ml_species_code,SpeciesMapping_11
8905,species,Leptodactylus riveroi,scientific,SpeciesMapping_11
8905,species,t-11142035,ml_species_code,SpeciesMapping_11
8906,species,Leptodactylus rugosus,scientific,SpeciesMapping_11
8906,species,t-11123445,ml_species_code,SpeciesMapping_11
8907,species,Leptodactylus sabanensis,scientific,SpeciesMapping_11
8907,species,t-11148153,ml_species_code,SpeciesMapping_11
8908,species,Leptodactylus savagei,scientific,SpeciesMapping_11
8908,species,t-12031535,ml_species_code,SpeciesMapping_11
8909,species,Leptodactylus silvanimbus,scientific,SpeciesMapping_11
8909,species,t-11155309,ml_species_code,SpeciesMapping_11
8910,species,Leptodactylus stenodema,scientific,SpeciesMapping_11
8910,species,t-11159224,ml_species_code,SpeciesMapping_11
8911,species,Leptodactylus syphax,scientific,SpeciesMapping_11
8911,species,t-11107522,ml_species_code,SpeciesMapping_11
8912,species,Leptodactylus troglodytes,scientific,SpeciesMapping_11
8912,species,t-11041818,ml_species_code,SpeciesMapping_11
8913,species,Leptodactylus validus,scientific,SpeciesMapping_11
8913,species,t-11143998,ml_species_code,SpeciesMapping_11
8914,species,Leptodactylus vastus,scientific,SpeciesMapping_11
8915,species,Leptodactylus wagneri,scientific,SpeciesMapping_11
8915,species,t-11040213,ml_species_code,SpeciesMapping_11
8916,species,Leptodactylus,scientific,SpeciesMapping_11
8916,species,t-10540819,ml_species_code,SpeciesMapping_11
8917,species,Gray-headed Kite,common_en,SpeciesMapping_11
8917,species,Leptodon cayanensis,scientific,SpeciesMapping_11
8917,species,grhkit1,ml_species_code,SpeciesMapping_11
8918,species,Leptodon forbesi,scientific,SpeciesMapping_11
8918,species,White-collared Kite,common_en,SpeciesMapping_11
8918,species,whckit1,ml_species_code,SpeciesMapping_11
8919,species,Leptogenys processionalis,scientific,SpeciesMapping_11
8920,species,Leptoglossus occidentalis,scientific,SpeciesMapping_11
8921,species,Leptomantis belalongensis,scientific,SpeciesMapping_11
8922,species,Rhacophorus bimaculatus,scientific,SpeciesMapping_11
8922,species,t-11121229,ml_species_code,SpeciesMapping_11
8923,species,Leptomantis cyanopunctatus,scientific,SpeciesMapping_11
8924,species,Leptonychotes weddellii,scientific,SpeciesMapping_11
8924,species,Weddell Seal,common_en,SpeciesMapping_11
8924,species,t-11037791,ml_species_code,SpeciesMapping_11
8925,species,Leptonycteris yerbabuenae,scientific,SpeciesMapping_11
8926,species,Leptopelis broadleyi,scientific,SpeciesMapping_11
8927,species,Leptopelis aubryi,scientific,SpeciesMapping_11
8927,species,t-11126358,ml_species_code,SpeciesMapping_11
8928,species,Leptopelis bocagii,scientific,SpeciesMapping_11
8929,species,Leptopelis flavomaculatus,scientific,SpeciesMapping_11
8930,species,Leptopelis macrotis,scientific,SpeciesMapping_11
8931,species,Leptopelis mossambicus,scientific,SpeciesMapping_11
8932,species,Leptopelis natalensis,scientific,SpeciesMapping_11
8933,species,Leptopelis palmatus,scientific,SpeciesMapping_11
8933,species,t-11130234,ml_species_code,SpeciesMapping_11
8934,species,Leptopelis spiritusnoctis,scientific,SpeciesMapping_11
8935,species,Leptopelis vannutellii,scientific,SpeciesMapping_11
8936,species,Leptopelis viridis,scientific,SpeciesMapping_11
8937,species,Leptopelis xenodactylus,scientific,SpeciesMapping_11
8938,species,Leptopelis,scientific,SpeciesMapping_11
8938,species,t-10594599,ml_species_code,SpeciesMapping_11
8939,species,Leptophryne borbonica,scientific,SpeciesMapping_11
8940,species,Leptophryne cruentata,scientific,SpeciesMapping_11
8941,species,Leptophyes albovittata,scientific,SpeciesMapping_11
8942,species,Leptophyes boscii,scientific,SpeciesMapping_11
8943,species,Leptophyes calabra,scientific,SpeciesMapping_11
8944,species,Leptophyes discoidalis,scientific,SpeciesMapping_11
8945,species,Leptophyes laticauda,scientific,SpeciesMapping_11
8946,species,Leptophyes lisae,scientific,SpeciesMapping_11
8947,species,Leptophyes nigrovittata,scientific,SpeciesMapping_11
8948,species,Leptophyes punctatissima,scientific,SpeciesMapping_11
8949,species,Leptophyes sicula,scientific,SpeciesMapping_11
8950,species,Crested Tit-Warbler,common_en,SpeciesMapping_11
8950,species,Leptopoecile elegans,scientific,SpeciesMapping_11
8950,species,crtwar1,ml_species_code,SpeciesMapping_11
8951,species,Leptopoecile sophiae,scientific,SpeciesMapping_11
8951,species,White-browed Tit-Warbler,common_en,SpeciesMapping_11
8951,species,wbtwar1,ml_species_code,SpeciesMapping_11
8952,species,Leptopogon amaurocephalus,scientific,SpeciesMapping_11
8952,species,Sepia-capped Flycatcher,common_en,SpeciesMapping_11
8952,species,secfly1,ml_species_code,SpeciesMapping_11
8953,species,Leptopogon rufipectus,scientific,SpeciesMapping_11
8953,species,Rufous-breasted Flycatcher,common_en,SpeciesMapping_11
8953,species,rubfly2,ml_species_code,SpeciesMapping_11
8954,species,Leptopogon superciliaris,scientific,SpeciesMapping_11
8954,species,Slaty-capped Flycatcher,common_en,SpeciesMapping_11
8954,species,slcfly1,ml_species_code,SpeciesMapping_11
8955,species,Inca Flycatcher,common_en,SpeciesMapping_11
8955,species,Leptopogon taczanowskii,scientific,SpeciesMapping_11
8955,species,incfly1,ml_species_code,SpeciesMapping_11
8956,species,Leptopteris hymenophylloides,scientific,SpeciesMapping_11
8957,species,Chabert Vanga,common_en,SpeciesMapping_11
8957,species,Leptopterus chabert,scientific,SpeciesMapping_11
8957,species,chavan2,ml_species_code,SpeciesMapping_11
8958,species,Leptoptilos crumenifer,scientific,SpeciesMapping_11
8958,species,Marabou Stork,common_en,SpeciesMapping_11
8958,species,marsto1,ml_species_code,SpeciesMapping_11
8959,species,Greater Adjutant,common_en,SpeciesMapping_11
8959,species,Leptoptilos dubius,scientific,SpeciesMapping_11
8959,species,greadj1,ml_species_code,SpeciesMapping_11
8960,species,Leptoptilos javanicus,scientific,SpeciesMapping_11
8960,species,Lesser Adjutant,common_en,SpeciesMapping_11
8960,species,lesadj1,ml_species_code,SpeciesMapping_11
8961,species,Leptosemia huasipana,scientific,SpeciesMapping_11
8962,species,Leptosemia sakaii,scientific,SpeciesMapping_11
8963,species,Leptosemia takanonis,scientific,SpeciesMapping_11
8964,species,Golden-plumed Parakeet,common_en,SpeciesMapping_11
8964,species,Leptosittaca branickii,scientific,SpeciesMapping_11
8964,species,goppar1,ml_species_code,SpeciesMapping_11
8965,species,Cuckoo-roller,common_en,SpeciesMapping_11
8965,species,Leptosomus discolor,scientific,SpeciesMapping_11
8965,species,cuckoo1,ml_species_code,SpeciesMapping_11
8966,species,Leptotila battyi,scientific,SpeciesMapping_11
8967,species,Gray-chested Dove,common_en,SpeciesMapping_11
8967,species,Leptotila cassinii,scientific,SpeciesMapping_11
8967,species,grcdov1,ml_species_code,SpeciesMapping_11
8968,species,Leptotila conoveri,scientific,SpeciesMapping_11
8968,species,Tolima Dove,common_en,SpeciesMapping_11
8968,species,toldov1,ml_species_code,SpeciesMapping_11
8969,species,Caribbean Dove,common_en,SpeciesMapping_11
8969,species,Leptotila jamaicensis,scientific,SpeciesMapping_11
8969,species,cardov1,ml_species_code,SpeciesMapping_11
8970,species,Large-tailed Dove,common_en,SpeciesMapping_11
8970,species,Leptotila megalura,scientific,SpeciesMapping_11
8970,species,latdov1,ml_species_code,SpeciesMapping_11
8971,species,Leptotila ochraceiventris,scientific,SpeciesMapping_11
8971,species,Ochre-bellied Dove,common_en,SpeciesMapping_11
8971,species,ocbdov1,ml_species_code,SpeciesMapping_11
8972,species,Leptotila pallida,scientific,SpeciesMapping_11
8972,species,Pallid Dove,common_en,SpeciesMapping_11
8972,species,paldov1,ml_species_code,SpeciesMapping_11
8973,species,Gray-headed Dove,common_en,SpeciesMapping_11
8973,species,Leptotila plumbeiceps,scientific,SpeciesMapping_11
8973,species,gyhdov1,ml_species_code,SpeciesMapping_11
8974,species,Gray-fronted Dove,common_en,SpeciesMapping_11
8974,species,Leptotila rufaxilla,scientific,SpeciesMapping_11
8974,species,grfdov1,ml_species_code,SpeciesMapping_11
8975,species,Leptotila verreauxi,scientific,SpeciesMapping_11
8975,species,White-tipped Dove,common_en,SpeciesMapping_11
8975,species,whtdov,ml_species_code,SpeciesMapping_11
8976,species,Grenada Dove,common_en,SpeciesMapping_11
8976,species,Leptotila wellsi,scientific,SpeciesMapping_11
8976,species,gredov1,ml_species_code,SpeciesMapping_11
8977,species,Leptotrygon veraguensis,scientific,SpeciesMapping_11
8977,species,Olive-backed Quail-Dove,common_en,SpeciesMapping_11
8977,species,obqdov1,ml_species_code,SpeciesMapping_11
8978,species,Atlantic sand fiddler,common_en,SpeciesMapping_11
8978,species,Uca pugilator,scientific,SpeciesMapping_11
8978,species,t-11116817,ml_species_code,SpeciesMapping_11
8979,species,Uca speciosa,scientific,SpeciesMapping_11
8979,species,longfinger fiddler,common_en,SpeciesMapping_11
8979,species,t-11113609,ml_species_code,SpeciesMapping_11
8980,species,Leptura aethiops,scientific,SpeciesMapping_11
8981,species,Leptura quadrifasciata,scientific,SpeciesMapping_11
8982,species,Lepus americanus,scientific,SpeciesMapping_11
8982,species,Snowshoe Hare,common_en,SpeciesMapping_11
8982,species,t-11057705,ml_species_code,SpeciesMapping_11
8983,species,Lepus europaeus,scientific,SpeciesMapping_11
8984,species,Lerneca inalata,scientific,SpeciesMapping_11
8985,species,Lerwa lerwa,scientific,SpeciesMapping_11
8985,species,Snow Partridge,common_en,SpeciesMapping_11
8985,species,snopar1,ml_species_code,SpeciesMapping_11
8986,species,Green-tailed Trainbearer,common_en,SpeciesMapping_11
8986,species,Lesbia nuna,scientific,SpeciesMapping_11
8986,species,grttra1,ml_species_code,SpeciesMapping_11
8987,species,Black-tailed Trainbearer,common_en,SpeciesMapping_11
8987,species,Lesbia victoriae,scientific,SpeciesMapping_11
8987,species,blttra1,ml_species_code,SpeciesMapping_11
8988,species,Andean Negrito,common_en,SpeciesMapping_11
8988,species,Lessonia oreas,scientific,SpeciesMapping_11
8988,species,andneg1,ml_species_code,SpeciesMapping_11
8989,species,Austral Negrito,common_en,SpeciesMapping_11
8989,species,Lessonia rufa,scientific,SpeciesMapping_11
8989,species,ausneg1,ml_species_code,SpeciesMapping_11
8990,species,Letana rubescens,scientific,SpeciesMapping_11
8991,species,Buffy Hummingbird,common_en,SpeciesMapping_11
8991,species,Leucippus fallax,scientific,SpeciesMapping_11
8991,species,bufhum1,ml_species_code,SpeciesMapping_11
8992,species,Imperial Cormorant,common_en,SpeciesMapping_11
8992,species,Leucocarbo atriceps,scientific,SpeciesMapping_11
8992,species,impcor1,ml_species_code,SpeciesMapping_11
8993,species,Antarctic Shag,common_en,SpeciesMapping_11
8993,species,Leucocarbo bransfieldensis,scientific,SpeciesMapping_11
8993,species,antsha1,ml_species_code,SpeciesMapping_11
8994,species,Leucocarbo georgianus,scientific,SpeciesMapping_11
8994,species,South Georgia Shag,common_en,SpeciesMapping_11
8994,species,sogsha1,ml_species_code,SpeciesMapping_11
8995,species,Leucocarbo bougainvillii,scientific,SpeciesMapping_11
8996,species,Leucocarbo carunculatus,scientific,SpeciesMapping_11
8996,species,New Zealand King Shag,common_en,SpeciesMapping_11
8996,species,rofsha1,ml_species_code,SpeciesMapping_11
8997,species,Leucocarbo chalconotus,scientific,SpeciesMapping_11
8997,species,Stewart Island Shag,common_en,SpeciesMapping_11
8997,species,brosha1,ml_species_code,SpeciesMapping_11
8998,species,Auckland Islands Shag,common_en,SpeciesMapping_11
8998,species,Leucocarbo colensoi,scientific,SpeciesMapping_11
8998,species,auisha1,ml_species_code,SpeciesMapping_11
8999,species,Leucocarbo magellanicus,scientific,SpeciesMapping_11
8999,species,Magellanic Cormorant,common_en,SpeciesMapping_11
8999,species,magcor1,ml_species_code,SpeciesMapping_11
9000,species,Chatham Islands Shag,common_en,SpeciesMapping_11
9000,species,Leucocarbo onslowi,scientific,SpeciesMapping_11
9000,species,chisha1,ml_species_code,SpeciesMapping_11
9001,species,Kerguelen Shag,common_en,SpeciesMapping_11
9001,species,Leucocarbo verrucosus,scientific,SpeciesMapping_11
9001,species,kersha1,ml_species_code,SpeciesMapping_11
9002,species,Leucochloridium paradoxum,scientific,SpeciesMapping_11
9003,species,Leucochloris albicollis,scientific,SpeciesMapping_11
9003,species,White-throated Hummingbird,common_en,SpeciesMapping_11
9003,species,whthum2,ml_species_code,SpeciesMapping_11
9004,species,Leucolia violiceps,scientific,SpeciesMapping_11
9004,species,Ramosomyia violiceps,scientific,SpeciesMapping_11
9004,species,Violet-crowned Hummingbird,common_en,SpeciesMapping_11
9004,species,vichum,ml_species_code,SpeciesMapping_11
9006,species,Green-fronted Hummingbird,common_en,SpeciesMapping_11
9006,species,Leucolia viridifrons,scientific,SpeciesMapping_11
9006,species,Ramosomyia viridifrons,scientific,SpeciesMapping_11
9006,species,grfhum1,ml_species_code,SpeciesMapping_11
9008,species,Leucolia wagneri,scientific,SpeciesMapping_11
9009,species,Laughing Gull,common_en,SpeciesMapping_11
9009,species,Leucophaeus atricilla,scientific,SpeciesMapping_11
9009,species,laugul,ml_species_code,SpeciesMapping_11
9010,species,Lava Gull,common_en,SpeciesMapping_11
9010,species,Leucophaeus fuliginosus,scientific,SpeciesMapping_11
9010,species,lavgul1,ml_species_code,SpeciesMapping_11
9011,species,Gray Gull,common_en,SpeciesMapping_11
9011,species,Leucophaeus modestus,scientific,SpeciesMapping_11
9011,species,grygul,ml_species_code,SpeciesMapping_11
9012,species,Franklin's Gull,common_en,SpeciesMapping_11
9012,species,Leucophaeus pipixcan,scientific,SpeciesMapping_11
9012,species,fragul,ml_species_code,SpeciesMapping_11
9013,species,Dolphin Gull,common_en,SpeciesMapping_11
9013,species,Leucophaeus scoresbii,scientific,SpeciesMapping_11
9013,species,dolgul2,ml_species_code,SpeciesMapping_11
9014,species,Black-chinned Robin,common_en,SpeciesMapping_11
9014,species,Leucophantes brachyurus,scientific,SpeciesMapping_11
9014,species,blcrob1,ml_species_code,SpeciesMapping_11
9015,species,Bali Myna,common_en,SpeciesMapping_11
9015,species,Leucopsar rothschildi,scientific,SpeciesMapping_11
9015,species,balmyn1,ml_species_code,SpeciesMapping_11
9016,species,Pseudastur albicollis,scientific,SpeciesMapping_11
9016,species,White Hawk,common_en,SpeciesMapping_11
9016,species,whihaw1,ml_species_code,SpeciesMapping_11
9017,species,Leucopternis kuhli,scientific,SpeciesMapping_11
9017,species,White-browed Hawk,common_en,SpeciesMapping_11
9017,species,whbhaw2,ml_species_code,SpeciesMapping_11
9018,species,Black-faced Hawk,common_en,SpeciesMapping_11
9018,species,Leucopternis melanops,scientific,SpeciesMapping_11
9018,species,blfhaw1,ml_species_code,SpeciesMapping_11
9019,species,Gray-backed Hawk,common_en,SpeciesMapping_11
9019,species,Pseudastur occidentalis,scientific,SpeciesMapping_11
9019,species,gybhaw2,ml_species_code,SpeciesMapping_11
9020,species,Mantled Hawk,common_en,SpeciesMapping_11
9020,species,Pseudastur polionotus,scientific,SpeciesMapping_11
9020,species,manhaw2,ml_species_code,SpeciesMapping_11
9021,species,Barred Hawk,common_en,SpeciesMapping_11
9021,species,Morphnarchus princeps,scientific,SpeciesMapping_11
9021,species,barhaw1,ml_species_code,SpeciesMapping_11
9022,species,Leucopternis semiplumbeus,scientific,SpeciesMapping_11
9022,species,Semiplumbeous Hawk,common_en,SpeciesMapping_11
9022,species,semhaw,ml_species_code,SpeciesMapping_11
9023,species,Leucosarcia melanoleuca,scientific,SpeciesMapping_11
9023,species,Wonga Pigeon,common_en,SpeciesMapping_11
9023,species,wonpig1,ml_species_code,SpeciesMapping_11
9024,species,Leucostethus brachistriatus,scientific,SpeciesMapping_11
9025,species,Leucostethus jota,scientific,SpeciesMapping_11
9026,species,Asian Rosy-Finch,common_en,SpeciesMapping_11
9026,species,Leucosticte arctoa,scientific,SpeciesMapping_11
9026,species,asrfin1,ml_species_code,SpeciesMapping_11
9027,species,Black Rosy-Finch,common_en,SpeciesMapping_11
9027,species,Leucosticte atrata,scientific,SpeciesMapping_11
9027,species,bkrfin,ml_species_code,SpeciesMapping_11
9028,species,Brown-capped Rosy-Finch,common_en,SpeciesMapping_11
9028,species,Leucosticte australis,scientific,SpeciesMapping_11
9028,species,bcrfin,ml_species_code,SpeciesMapping_11
9029,species,Black-headed Mountain Finch,common_en,SpeciesMapping_11
9029,species,Leucosticte brandti,scientific,SpeciesMapping_11
9029,species,bhmfin1,ml_species_code,SpeciesMapping_11
9030,species,Leucosticte nemoricola,scientific,SpeciesMapping_11
9030,species,Plain Mountain Finch,common_en,SpeciesMapping_11
9030,species,plmfin1,ml_species_code,SpeciesMapping_11
9031,species,Gray-crowned Rosy-Finch,common_en,SpeciesMapping_11
9031,species,Leucosticte tephrocotis,scientific,SpeciesMapping_11
9031,species,gcrfin,ml_species_code,SpeciesMapping_11
9032,species,Leurophyllum brevicauda,scientific,SpeciesMapping_11
9033,species,Lewinia mirifica,scientific,SpeciesMapping_11
9033,species,Luzon Rail,common_en,SpeciesMapping_11
9033,species,luzrai1,ml_species_code,SpeciesMapping_11
9034,species,Lewin's Rail,common_en,SpeciesMapping_11
9034,species,Lewinia pectoralis,scientific,SpeciesMapping_11
9034,species,lewrai1,ml_species_code,SpeciesMapping_11
9035,species,Liara intermedius,scientific,SpeciesMapping_11
9036,species,Liara magna,scientific,SpeciesMapping_11
9037,species,Liara monkra,scientific,SpeciesMapping_11
9038,species,Lichenostomus cratitius,scientific,SpeciesMapping_11
9038,species,Purple-gaped Honeyeater,common_en,SpeciesMapping_11
9038,species,pughon1,ml_species_code,SpeciesMapping_11
9039,species,Lichenostomus melanops,scientific,SpeciesMapping_11
9039,species,Yellow-tufted Honeyeater,common_en,SpeciesMapping_11
9039,species,yethon3,ml_species_code,SpeciesMapping_11
9040,species,Lichmera alboauricularis,scientific,SpeciesMapping_11
9040,species,Silver-eared Honeyeater,common_en,SpeciesMapping_11
9040,species,siehon1,ml_species_code,SpeciesMapping_11
9041,species,Lichmera argentauris,scientific,SpeciesMapping_11
9041,species,Olive Honeyeater,common_en,SpeciesMapping_11
9041,species,olihon1,ml_species_code,SpeciesMapping_11
9042,species,Buru Honeyeater,common_en,SpeciesMapping_11
9042,species,Lichmera deningeri,scientific,SpeciesMapping_11
9042,species,burhon1,ml_species_code,SpeciesMapping_11
9043,species,Lichmera flavicans,scientific,SpeciesMapping_11
9043,species,Yellow-eared Honeyeater,common_en,SpeciesMapping_11
9043,species,yeehon1,ml_species_code,SpeciesMapping_11
9044,species,Dark-brown Honeyeater,common_en,SpeciesMapping_11
9044,species,Lichmera incana,scientific,SpeciesMapping_11
9044,species,dabhon1,ml_species_code,SpeciesMapping_11
9045,species,Brown Honeyeater,common_en,SpeciesMapping_11
9045,species,Lichmera indistincta,scientific,SpeciesMapping_11
9045,species,brohon1,ml_species_code,SpeciesMapping_11
9046,species,Lichmera limbata,scientific,SpeciesMapping_11
9047,species,Lichmera lombokia,scientific,SpeciesMapping_11
9047,species,Sunda Honeyeater,common_en,SpeciesMapping_11
9047,species,sunhon1,ml_species_code,SpeciesMapping_11
9048,species,Lichmera monticola,scientific,SpeciesMapping_11
9048,species,Seram Honeyeater,common_en,SpeciesMapping_11
9048,species,serhon1,ml_species_code,SpeciesMapping_11
9049,species,Black-chested Honeyeater,common_en,SpeciesMapping_11
